frame,xc,yc,width,height,theta,no_x,no_y,ne_x,ne_y,ta_x,ta_y
2,900.1608,335.97037,159.0415,413.40656,1.927237,1091.0659,382.94418,1052.8289,369.92056,729.0923,253.96648
2,490.03925,104.40015,149.89218,273.03607,1.4914865,366.7793,73.87066,385.7654,75.871414,589.83655,45.772728
2,344.39642,674.4107,162.69135,275.40027,0.35188225,370.35745,798.2935,309.47147,770.22705,336.4547,556.547
2,864.8882,549.7406,151.9549,420.28464,2.193006,1039.0371,649.8546,994.2394,622.83594,704.763,447.34662
2,1163.2234,357.12317,127.29468,357.06778,0.5548847,1249.5073,214.45334,1240.8231,237.16908,1085.5154,468.61682
2,1225.988,489.05206,122.9447,348.08606,0.75699896,1355.4127,399.13785,1331.9199,400.69775,1140.4177,586.4669
2,1131.7894,236.42003,116.49048,310.87506,0.6840698,1224.2124,127.74149,1206.1715,141.63554,1040.28,314.9797
2,942.1199,113.00273,135.4762,308.724,1.2891748,797.12177,135.74371,849.8196,124.32141,1061.0972,49.315796
2,1032.8805,190.22481,128.32422,293.49008,0.76071334,1121.0509,87.876976,1097.0496,102.60373,936.8082,255.91235
2,296.44986,188.16553,144.86986,236.65881,1.0884984,353.06476,214.66753,207.36253,203.035,191.46811,112.26326
2,279.5223,565.44214,112.323,230.11234,0.33609277,234.37129,474.6253,276.14407,498.62943,335.47128,662.12274
2,1469.8441,557.6017,126.43677,351.73907,-0.11347892,1452.2894,398.82193,1468.885,436.03998,1506.8969,710.4269
2,1314.5911,680.08954,177.98181,392.57693,0.09247565,1373.0693,505.07602,1373.2672,548.3583,1312.0338,855.38403
2,331.53436,351.45758,143.78421,195.51105,2.5496197,357.1825,302.35355,320.61456,291.15875,357.55945,427.07248
3,900.1498,335.89624,159.04803,413.31473,1.9277949,1091.0422,382.67157,1052.8053,369.7558,729.0523,253.90706
3,490.28888,104.44772,150.15958,272.5789,1.4980065,367.59024,73.22059,385.79727,75.41027,590.3786,46.042744
3,344.21875,674.9581,162.79196,276.15277,0.3501336,370.30402,799.06415,308.3179,770.9326,335.578,556.754
3,864.11743,550.18835,150.92975,421.79965,2.1884053,1038.3112,651.5722,994.07886,623.0519,703.28125,447.0824
3,1163.1992,356.9799,127.310425,356.68414,0.5549753,1249.0568,214.28932,1240.4043,237.02791,1085.4198,467.97794
3,1131.5582,236.54399,116.441895,310.79977,0.6832527,1224.0039,127.763466,1205.974,141.55118,1040.1736,314.8077
3,1224.8431,488.85724,123.60986,352.52164,0.75358605,1355.3267,397.93588,1330.1575,399.14328,1139.1083,587.22815
3,943.0868,112.93607,134.73254,309.95023,1.2817881,797.51227,135.82634,850.2793,124.3726,1062.1838,49.546345
3,1032.7789,190.1453,127.94702,293.00742,0.7609945,1120.1593,87.195114,1097.1881,102.49413,937.4886,254.89204
3,279.3925,565.4152,111.918335,230.06042,0.33565798,234.39757,474.4967,276.2552,498.77527,335.29572,662.1524
3,296.06482,186.50885,139.42647,240.91484,1.1182809,354.91714,216.11859,207.42036,204.4823,190.06189,112.83878
3,1469.935,557.60583,126.665405,351.9766,-0.113179155,1451.3011,398.9482,1468.7446,435.69345,1507.342,710.6371
3,1314.8147,680.4276,177.98181,393.16644,0.08699727,1373.438,505.03873,1373.5548,548.67395,1312.3103,855.79486
3,331.23737,351.73694,142.35718,194.74445,2.5504265,357.4294,303.50912,320.07922,291.55508,358.06067,427.06137
4,900.1365,335.9131,159.27545,413.38647,1.9284927,1091.1029,382.42532,1052.5859,369.5872,729.0678,253.91576
4,490.57727,104.59839,149.71548,272.4137,1.4950254,374.29755,72.84375,385.98462,75.00597,584.5175,46.281467
4,344.4181,674.81165,162.92374,275.55646,0.35235953,370.31573,798.8356,307.65085,769.9307,335.22278,556.844
4,861.25586,552.15924,150.49988,424.13315,2.1640666,1036.7806,653.6199,993.9647,622.95166,699.1476,446.32913
4,1163.1185,356.79712,127.27466,356.49164,0.55553746,1248.6945,214.21156,1240.2019,236.76968,1085.0015,467.654
4,1131.4462,236.65,116.40869,310.8749,0.68360174,1224.0759,127.835915,1205.8068,141.52176,1040.011,315.011
4,1223.8652,488.45438,123.52258,353.98163,0.7539214,1355.4902,396.89478,1329.7286,397.67453,1137.2563,587.1529
4,943.27826,112.61078,134.18896,310.90775,1.2857339,797.97675,135.96716,851.2017,123.65507,1063.5529,49.982643
4,1032.8927,190.16309,127.61896,292.89322,0.7587683,1120.1051,86.98032,1097.3938,102.45641,937.7414,255.55614
4,279.3168,565.3716,112.11841,229.85272,0.33629474,234.61713,474.51883,275.97922,498.6982,335.0019,662.0255
4,295.57916,185.75354,136.49759,242.61525,1.1336017,357.00595,218.22069,208.10237,204.95842,188.81291,113.12994
4,1469.1372,558.2191,127.35449,352.98868,-0.10949477,1447.9835,398.357,1468.768,433.3499,1505.5526,709.88837
4,1314.6599,680.71924,177.54163,392.91364,0.093438745,1374.5585,505.8552,1373.5144,548.847,1311.735,855.8499
4,331.2223,352.01025,142.42972,194.93933,2.55648,357.36444,303.428,320.87357,291.25113,357.94678,426.67224
5,899.78156,335.9356,159.3147,412.83667,1.9278512,1090.7847,381.92126,1052.4403,369.33325,729.1721,253.7463
5,490.45172,104.82182,149.38083,272.1905,1.487458,407.52502,72.55548,386.05252,74.84862,550.46515,46.18086
5,344.13837,675.2365,162.73465,276.63733,0.35171503,370.21512,799.08325,308.06305,771.01117,335.09076,556.8078
5,860.48755,553.33936,148.06201,425.06668,2.1533604,1036.4441,655.9031,993.3584,624.33484,696.9291,447.72736
5,1131.3804,236.82419,116.73682,311.07437,0.6829338,1223.8622,127.914925,1205.8245,141.64977,1040.094,314.56888
5,1163.144,356.5777,127.11255,356.15234,0.55616105,1248.607,213.79797,1239.9598,236.98647,1084.2367,468.1343
5,1221.9525,488.7522,124.02173,356.43155,0.7569,1355.0272,396.70978,1329.3074,396.82477,1136.4937,586.0863
5,943.8721,112.760864,134.00873,311.71713,1.2858596,798.265,136.22502,851.2869,123.790245,1064.5079,50.351868
5,1032.6377,190.17442,126.99756,292.21524,0.75909865,1120.2352,87.66482,1097.8778,102.9333,938.264,256.19925
5,279.2047,565.22095,111.983536,230.01947,0.338085,234.50899,474.28235,276.08362,498.7641,334.82977,661.98474
5,295.67395,185.68987,135.94182,242.75137,1.1350508,359.26627,218.36375,208.61578,204.8988,187.55675,113.20979
5,1468.315,558.2449,127.34338,353.14697,-0.108874105,1447.7153,398.0173,1468.5289,433.739,1504.9603,709.67126
5,1314.5967,681.01355,175.57922,393.20657,0.10207987,1374.7073,506.36694,1373.4309,549.06714,1311.3434,856.18677
5,331.2461,352.03995,142.38364,194.86395,2.5578175,357.13412,302.74338,320.10638,291.1622,357.46112,426.88956
6,899.71857,335.90442,159.307,412.49115,1.928065,1090.5724,381.70795,1052.6229,369.25967,729.22284,253.49532
6,490.2047,105.0441,149.03064,272.16083,1.4809432,442.0726,72.564026,386.0736,74.760925,515.3804,46.036472
6,861.4713,553.18994,145.50385,424.9251,2.1602693,1036.4099,657.49493,992.05835,625.56274,696.86084,449.35367
6,344.06775,675.8003,162.53702,277.93817,0.3502079,370.16064,800.4939,307.66458,771.35114,334.3676,556.7639
6,1131.5122,236.7186,116.45459,310.69357,0.68205684,1223.8635,128.01984,1205.9384,141.85408,1040.4574,314.84262
6,1163.1228,356.7597,126.90234,356.73242,0.55557346,1248.6473,213.61002,1240.1533,236.96767,1084.8372,468.24503
6,1220.6111,489.12646,124.05066,359.3346,0.7598038,1354.8926,396.2678,1329.9957,396.52054,1137.8829,585.3652
6,944.17236,112.44047,133.76404,313.157,1.2975483,798.28156,136.78612,851.68524,123.95016,1066.2954,50.858215
6,1033.0527,190.19196,126.14783,292.31827,0.7573328,1121.6401,88.23688,1098.0591,103.5406,938.5803,257.64157
6,279.20322,565.22,111.96239,230.07672,0.3369218,234.52177,474.26273,276.056,498.86984,334.82785,662.0063
6,1468.1772,558.08923,126.957886,352.97232,-0.11333795,1450.0085,397.57895,1468.4119,435.63715,1505.4048,708.9289
6,295.60803,185.33124,136.09784,242.88927,1.1487763,359.3416,216.83426,208.40402,204.70139,186.68695,112.940636
6,1314.6698,680.9906,175.21362,393.2644,0.10407007,1374.6174,506.19647,1373.7368,549.5376,1310.6088,856.30457
6,331.22064,351.88214,142.20218,194.36098,2.5660462,357.30328,303.91315,320.47653,291.5881,357.78946,427.08853
7,899.60144,335.8587,159.53632,412.25757,1.9286544,1090.5089,381.38913,1052.6478,369.07224,729.1665,253.47888
7,490.19885,105.195114,148.66727,271.9784,1.4801621,405.8699,72.52034,386.10458,74.74563,551.8534,46.267178
7,861.2617,553.039,142.96979,423.30905,2.1647105,1034.7672,655.6382,989.7167,625.9817,697.59937,450.7822
7,344.2,675.53625,162.31424,277.31036,0.34713006,369.75092,801.38666,308.49606,771.12775,335.46338,556.7945
7,1162.7461,356.987,126.854126,357.33725,0.5550015,1248.5024,213.79906,1240.3732,237.12364,1086.2239,467.3416
7,1131.538,236.65085,116.31958,310.6327,0.6822128,1223.9869,127.90606,1206.0148,141.7595,1040.6261,314.9844
7,1220.8773,488.6378,123.625,358.299,0.755238,1353.6615,394.18732,1330.23,395.2625,1144.1047,582.113
7,944.76685,112.693375,133.59845,313.6022,1.2960265,798.3743,136.77466,851.518,124.20271,1066.7523,50.87057
7,1033.3365,190.21222,125.700745,292.20612,0.75717056,1121.5814,88.18828,1098.0055,103.515656,938.19995,257.6714
7,279.1385,565.16315,111.639496,230.32166,0.33690572,234.26251,474.01523,276.2823,498.76022,334.9242,662.1073
7,295.34042,185.33493,135.3874,242.49387,1.1744553,359.54657,216.60767,208.07661,204.90585,186.70895,113.01656
7,1467.8281,558.26605,127.27551,353.04037,-0.112222746,1450.024,397.7901,1467.885,435.63486,1505.3596,708.8373
7,1314.5845,681.3049,173.93079,393.95682,0.108991146,1373.826,506.2361,1373.6741,549.8647,1309.708,857.2316
7,331.24872,351.73746,142.86465,194.61871,2.553773,357.45526,303.2523,320.12576,291.38016,357.68494,426.91095
8,899.73627,335.66666,159.24512,412.37555,1.928304,1090.5142,381.43674,1052.9335,369.22513,729.03674,253.7092
8,490.15594,105.22308,148.57693,271.58328,1.4843282,369.13553,73.15918,386.11438,75.4249,589.0374,46.652912
8,861.79297,553.61597,142.88483,422.9674,2.1618156,1035.5759,658.8721,990.0648,628.1082,697.6306,451.6836
8,344.0888,675.7329,162.21066,277.94324,0.34470597,369.61517,801.9463,308.42966,771.8856,334.98337,556.8216
8,1162.8458,356.6933,126.690186,356.53955,0.5537437,1248.2153,213.77582,1240.1814,237.17047,1086.332,467.30603
8,1131.812,236.49269,116.150635,310.38556,0.68336236,1224.4991,128.02834,1206.1989,142.0354,1040.542,315.3683
8,1223.3027,485.63763,122.499146,351.1605,0.7414599,1352.5443,391.7693,1328.974,394.0584,1143.3418,582.5412
8,945.727,113.07144,133.63855,315.3508,1.2897112,798.5092,136.92503,851.50806,124.20062,1067.767,51.313198
8,279.20135,565.0377,111.49866,230.64389,0.33733386,233.95656,473.8163,276.64532,498.97952,335.25354,662.101
8,1033.7522,190.30196,125.70355,292.58325,0.7629367,1122.7263,88.63201,1098.3787,104.05881,937.9423,257.36874
8,295.8975,185.30098,135.67638,241.2518,1.1565413,358.13724,215.99266,208.14748,204.73648,188.15656,112.92298
8,1467.9922,558.43555,127.399536,354.4372,-0.11168976,1446.8519,397.72598,1467.0057,433.708,1505.3944,710.124
8,1314.5247,681.5571,173.34534,394.9081,0.11361134,1373.5153,506.16617,1373.4854,549.8546,1308.8196,857.93365
8,331.13428,351.8457,143.06284,194.725,2.5598261,357.09668,303.26828,320.76633,291.21277,357.64236,426.7396
9,899.739,335.65985,159.23175,412.37427,1.9283408,1090.5142,381.43408,1052.9269,369.22626,729.03516,253.71426
9,490.16437,105.22322,148.58374,271.59293,1.4845285,369.3098,73.14474,386.0777,75.42084,588.8865,46.66831
9,861.78656,553.6057,142.88623,422.9689,2.161732,1035.5646,658.87006,990.0847,628.10675,697.6178,451.6863
9,344.08298,675.7289,162.20886,277.94293,0.34477368,369.62088,801.9406,308.43784,771.91235,334.97638,556.827
9,1162.845,356.69354,126.686646,356.5409,0.55372715,1248.2107,213.77888,1240.1816,237.17207,1086.3368,467.3075
9,1131.8125,236.49417,116.15381,310.38632,0.68335056,1224.5055,128.03262,1206.2006,142.03809,1040.5461,315.36847
9,1223.2988,485.63727,122.496704,351.15588,0.7415163,1352.5479,391.77582,1328.9694,394.06927,1143.3441,582.5386
9,945.7331,113.072784,133.63501,315.3597,1.2897947,798.5035,136.92613,851.5069,124.202995,1067.7767,51.313843
9,279.19977,565.0352,111.49388,230.64084,0.33739293,233.95233,473.81644,276.64496,498.9802,335.25146,662.09686
9,1033.7578,190.30249,125.70984,292.5842,0.7630366,1122.7278,88.635925,1098.38,104.06577,937.9275,257.35437
9,295.89838,185.30098,135.67686,241.2432,1.1565771,358.1449,215.98482,208.14032,204.73582,188.14793,112.92656
9,1467.9885,558.43536,127.40747,354.41016,-0.1117123,1446.8771,397.74606,1467.015,433.71088,1505.408,710.1024
9,1314.5227,681.5568,173.36523,394.91354,0.11351049,1373.5261,506.17014,1373.4884,549.84863,1308.8265,857.9357
9,331.1385,351.845,143.05637,194.72716,2.5598094,357.10504,303.2629,320.75592,291.21323,357.64514,426.73474
10,899.66797,335.66028,159.14069,412.45593,1.9277736,1090.5459,381.63354,1053.2346,369.2096,729.0714,253.58475
10,490.12622,105.199486,148.1821,271.42398,1.4844341,366.37283,73.68344,386.0644,75.835526,592.10175,46.600616
10,861.0434,554.1881,141.70593,422.90985,2.1630654,1033.9105,657.96857,989.62537,627.8641,697.39923,452.1754
10,344.19165,675.35095,162.04651,277.00372,0.3440838,369.18842,801.6917,307.7985,771.367,334.98352,556.8019
10,1163.1772,356.55228,126.02893,355.62762,0.55279875,1248.1647,213.6667,1240.1924,237.39212,1086.5643,467.94852
10,1131.8052,236.50453,116.09412,310.54913,0.6818573,1224.4775,128.02812,1206.2969,141.94963,1040.7935,315.0917
10,1223.4117,484.90204,122.63696,350.4396,0.738677,1352.3203,390.98367,1328.7544,393.54327,1144.4318,582.33923
10,946.2834,113.52996,133.02307,314.8777,1.2845656,798.9801,137.02573,851.0059,124.40827,1067.669,51.793705
10,279.22833,565.0344,111.316956,230.45181,0.340082,233.85368,473.77768,276.46402,498.89987,335.15787,662.1204
10,1033.7988,190.322,124.91931,292.6156,0.76318485,1122.2268,88.414825,1099.1348,104.56497,938.33075,257.302
10,296.2271,185.44601,137.10402,238.92981,1.1367801,356.09344,214.7109,207.76254,204.63481,189.8919,112.94756
10,1467.9542,558.67175,128.04224,354.91974,-0.11204183,1446.7235,398.0013,1466.9567,433.0441,1505.4872,710.4032
10,1314.5262,681.9289,173.34253,395.95288,0.1178118,1373.4761,506.0656,1373.6053,549.5414,1307.767,858.77277
10,331.08087,351.83307,143.23297,194.80447,2.5578818,357.07242,303.20157,320.56738,291.26657,357.54407,426.78488
11,899.6115,335.6715,159.13782,412.32422,1.928556,1090.4263,381.71664,1053.1312,369.23996,729.0977,253.44337
11,489.91058,105.484955,147.85864,272.4099,1.4838954,365.4781,74.28019,385.7619,76.15613,592.36597,47.47472
11,860.3773,554.5742,140.82147,422.89108,2.1591878,1033.109,658.5614,987.8458,628.96136,696.4402,453.20966
11,344.2774,675.11096,162.10129,276.3438,0.34611773,369.23392,801.61127,307.33923,770.8211,334.84625,556.88806
11,1163.0275,356.71048,125.79492,355.9831,0.55480635,1248.4039,213.97604,1240.6171,237.59198,1087.3047,467.1561
11,1131.6895,236.59317,116.24695,310.7553,0.6820305,1223.9503,127.64033,1206.3809,141.73741,1040.9906,314.61804
11,1223.4153,484.58594,122.13147,348.65262,0.7451689,1350.9321,390.46106,1329.1484,393.90775,1144.0061,580.4194
11,946.48517,113.96144,132.49536,314.53915,1.2834462,799.10785,136.9744,850.39825,124.52045,1067.6335,52.14876
11,279.24323,565.0333,111.323395,230.66699,0.33821163,233.72649,473.60025,276.6538,498.8129,335.19766,662.17126
11,296.34036,184.82898,140.30505,237.67268,1.1179395,350.6664,213.32149,206.7898,204.55333,194.08226,113.43184
11,1033.9498,190.64948,125.200745,292.57288,0.769498,1122.479,88.7414,1099.4323,104.5904,938.0911,256.7933
11,1468.1583,558.556,128.57129,356.4074,-0.11404142,1446.6078,396.91257,1466.0765,432.8668,1504.6395,711.0928
11,1314.8242,681.9068,172.81384,395.68405,0.11656034,1373.5172,505.85153,1373.5608,548.8743,1308.447,858.52747
11,331.1709,351.7812,142.85123,194.83751,2.5566258,357.09705,303.04224,320.19427,291.33157,357.4434,426.80475
12,899.77625,335.63757,158.90387,412.42676,1.929899,1090.5452,381.83603,1053.2551,369.38702,729.1278,253.47736
12,859.7833,554.9111,140.12177,424.38562,2.1546843,1032.3671,660.15344,987.30804,630.38055,695.02264,454.4474
12,490.12115,105.419655,147.8711,273.22495,1.4854691,366.045,74.22524,385.63535,76.04717,591.7007,48.127777
12,344.2362,675.22,162.09644,276.55853,0.34800363,369.14014,801.9989,306.50186,770.7604,334.52792,556.8336
12,1163.3123,356.23468,125.84192,354.80652,0.5537549,1247.8152,213.68114,1240.1793,237.45326,1086.3998,467.04727
12,1131.948,236.53105,115.85571,310.12305,0.68339616,1224.2004,127.565865,1206.3423,141.8998,1040.8837,314.92474
12,1223.1787,483.0475,122.36597,348.2572,0.7415984,1350.0131,388.04346,1327.5026,392.4101,1141.0409,580.546
12,946.61365,113.98534,133.60614,314.94672,1.288974,799.2293,137.21263,850.7526,124.509834,1068.0297,51.928677
12,296.4908,184.94128,141.55946,236.80753,1.1212676,354.03653,213.10223,208.18686,203.80336,190.92532,112.781
12,279.29498,564.9274,111.38779,230.51926,0.33804196,233.67197,473.56955,276.59232,498.7324,335.28787,661.9586
12,1034.1647,190.92146,125.6181,292.39606,0.7700611,1122.8512,89.23677,1099.2683,104.83212,937.56775,257.12186
12,1469.532,558.54297,127.90405,355.94788,-0.10940304,1448.9271,398.41736,1467.1973,435.16592,1505.313,713.5476
12,1314.9089,681.9983,173.93884,396.12234,0.11377478,1373.6407,505.46756,1373.5696,548.41315,1308.0499,858.8269
12,330.8394,351.19513,143.23657,196.94022,2.5554948,356.6614,301.86755,319.46646,291.22235,356.362,426.63217
13,899.90204,335.72803,158.56567,412.7074,1.9304571,1090.5281,382.66205,1053.2366,369.9284,729.0829,253.59048
13,858.9292,555.4298,139.24908,424.0927,2.1524086,1030.4814,662.16077,986.213,631.93134,694.2236,455.51303
13,490.45078,105.48535,147.58478,273.2282,1.4816201,374.38467,73.481415,385.45038,75.56083,583.4941,48.567142
13,344.2205,674.98114,162.03711,276.25574,0.35125515,369.4154,802.08356,306.2129,770.2189,334.49072,556.7642
13,1131.9595,236.56888,115.67932,309.79202,0.6834829,1224.2865,127.71027,1206.2242,142.09386,1040.9237,315.07065
13,1163.4448,356.27722,125.76306,354.9743,0.55119896,1247.7411,213.50574,1239.94,237.15967,1086.4768,467.33908
13,1222.8892,481.89252,122.30176,347.28638,0.7347015,1348.8262,386.1859,1326.4968,391.05627,1140.3528,580.7154
13,947.42847,114.53696,133.4931,315.4412,1.287296,799.501,136.8729,850.5649,124.43411,1069.0504,52.570423
13,296.31708,184.19693,145.46613,236.9942,1.1312534,355.67642,214.4656,208.83908,204.05048,189.06264,112.26625
13,279.2868,564.92737,111.62401,230.56607,0.3366096,233.68655,473.53696,276.50116,498.75232,335.2389,662.04443
13,1034.4128,190.97256,125.20508,292.16022,0.77238506,1123.1328,89.21946,1099.6322,105.060104,937.5119,256.99966
13,1469.5167,559.19006,128.04346,357.59604,-0.11224325,1446.9939,397.08246,1467.644,434.04037,1505.5121,713.1
13,1314.6826,682.3257,174.19153,396.0213,0.115006685,1373.6838,505.81314,1373.4291,548.2225,1308.2064,859.03107
13,330.8108,350.7859,143.39465,197.66176,2.5570087,356.59958,301.00232,319.65622,291.18298,355.9515,426.5067
14,899.8894,335.66827,158.40546,412.5779,1.9304746,1090.4331,382.63693,1053.2002,369.95,729.10504,253.6176
14,858.2094,556.453,139.22424,425.0018,2.1468003,1030.3279,666.15497,984.14484,634.79425,692.7559,455.8834
14,490.67923,105.69961,147.41754,274.00027,1.471735,447.71356,73.1819,385.51413,75.23331,509.84756,48.53699
14,344.20007,674.9386,161.8693,276.05627,0.35229865,369.5027,802.08826,306.0102,769.8555,334.56815,556.767
14,1132.013,236.50992,115.71912,309.7056,0.6836643,1224.3077,127.717804,1206.2051,142.06631,1040.8074,315.0656
14,1163.6356,356.00348,125.590576,354.50238,0.55082893,1248.2338,213.58682,1240.0988,237.28062,1086.688,467.84076
14,1221.6382,480.91418,122.32141,350.1372,0.72158164,1349.503,384.17953,1324.4337,388.31335,1139.4688,581.89233
14,948.64966,115.25182,132.88019,313.99637,1.2946618,802.0078,134.63329,850.69165,123.4477,1072.4255,51.409653
14,295.94934,185.05765,151.92642,236.42725,1.1173582,353.7912,214.87505,209.58292,202.53291,188.15703,111.66098
14,279.23865,564.91943,111.72232,230.55716,0.33627892,233.67633,473.6174,276.49677,498.6985,335.2397,662.0099
14,1034.5437,191.11751,125.14679,292.23105,0.7782265,1123.5135,89.511,1100.0605,105.47363,936.9829,256.84442
14,1469.2693,560.3356,128.45105,357.89276,-0.10927163,1445.3267,398.476,1467.9502,433.55576,1505.4995,714.0619
14,1314.7435,682.6736,174.19482,395.748,0.11506033,1373.6897,506.04724,1373.3822,548.2219,1307.5034,859.5558
14,331.39893,352.53644,143.1719,195.49443,2.540933,356.55945,302.89557,320.5427,292.27835,355.862,426.81653
15,899.8383,335.7116,158.41345,412.66113,1.9315438,1090.3954,382.80435,1053.0421,370.02115,729.0576,253.5838
15,857.5161,557.0088,139.32861,425.23477,2.148703,1028.7386,667.9517,983.46106,637.17505,692.0444,456.74692
15,490.8322,105.77101,147.20535,274.36847,1.4724879,482.3053,73.19605,385.64227,75.161,476.05896,48.797985
15,344.14572,675.00836,161.82843,276.38318,0.3532011,369.641,802.37244,305.9627,770.2911,334.31992,556.78625
15,1163.4363,356.2478,125.66333,355.3963,0.54936147,1247.9763,213.56517,1240.0604,237.01707,1087.3164,466.8683
15,1132.0392,236.53494,115.91992,309.8732,0.6837132,1224.4713,127.816444,1206.1013,142.12973,1040.647,314.99924
15,1221.665,479.87817,122.120605,350.53,0.7211211,1349.6913,382.66394,1323.815,387.5356,1137.3688,582.7545
15,296.40894,186.48505,156.16,237.0108,1.1255393,353.4965,214.7155,207.97581,203.61066,188.2323,112.01086
15,949.46497,115.44259,132.3667,314.3451,1.292335,802.6619,134.55908,850.6271,123.54211,1073.2439,51.69733
15,279.25342,564.9851,111.759705,230.73978,0.33551213,233.6854,473.60492,276.32617,498.80066,335.24097,662.1079
15,1034.8226,191.1518,125.17627,292.39114,0.7833851,1123.8982,89.60444,1100.3365,105.81299,936.6107,256.56293
15,1469.8972,560.6997,127.54846,355.3786,-0.11176301,1449.3024,400.86145,1467.9403,435.64227,1506.6819,714.3946
15,1314.7595,682.6914,173.33374,394.99536,0.1156944,1373.8838,506.8417,1373.1753,548.32837,1308.3512,859.2073
15,332.30624,353.59326,144.38367,192.5951,2.4934182,357.39694,304.2646,320.3263,293.15863,356.47574,426.77484
16,899.8151,335.73706,158.22229,412.6662,1.9327871,1090.3333,382.93933,1053.1372,370.2616,729.0472,253.55098
16,856.6258,557.16125,139.41394,425.0158,2.1474993,1025.7504,671.2706,984.2559,640.0306,691.3516,458.5053
16,490.47565,105.77509,147.3887,274.1402,1.476111,400.76712,73.41583,385.4514,75.42857,556.6044,48.98802
16,344.15375,675.0819,161.66989,276.60864,0.35216218,369.57187,802.5083,306.0554,770.66864,334.4722,556.7524
16,1132.015,236.44064,115.663574,309.80035,0.6826051,1224.4305,127.67709,1206.0468,142.04875,1040.8784,315.12848
16,1163.4825,356.02185,125.60889,355.40323,0.5496943,1248.0613,213.58235,1240.0968,236.60516,1087.1344,466.24258
16,1221.2041,479.21973,122.54138,351.06992,0.7133101,1349.0845,381.33975,1322.3021,386.90704,1136.5895,583.62823
16,296.6631,186.73604,157.15955,238.6691,1.1416619,353.70795,215.25227,206.99614,204.80417,188.88025,112.43953
16,949.4596,114.45304,131.53119,316.39362,1.2837112,800.87317,136.82234,850.52234,124.68083,1071.524,53.178463
16,279.16095,564.9751,111.79559,230.90854,0.33563006,233.56346,473.58426,276.4029,498.66885,335.4016,662.16724
