frame,xc,yc,width,height,theta,no_x,no_y,ne_x,ne_y,ta_x,ta_y
18,1097.2063,681.18585,189.2091,468.81314,0.056829043,1119.443,905.79626,1123.395,868.5449,1138.4852,474.91522
18,488.98053,716.7731,198.7941,390.1488,-0.039226238,423.6626,891.6469,511.73242,873.6361,549.4483,549.246
18,333.62796,721.3021,165.6405,399.7813,-0.02632614,283.86667,909.34937,343.1735,870.7253,356.40347,543.0916
19,1097.9884,682.1865,187.76544,470.55972,0.056693837,1117.5845,907.60583,1122.8452,870.1405,1138.1654,475.39398
19,488.8642,716.73413,198.97568,389.8175,-0.037307464,423.2437,892.9124,512.40533,873.7309,550.4153,549.43536
19,333.46042,721.3594,165.16002,399.5199,-0.027312107,283.7157,909.3655,342.98346,870.4717,355.9426,543.2636
20,1097.8318,682.11414,187.76001,470.3051,0.058011483,1117.4323,907.1708,1122.6593,870.3356,1138.101,475.70944
20,488.7207,716.78894,198.9501,389.64606,-0.035046894,423.19647,893.31854,512.0238,873.94604,549.66656,549.623
20,333.4788,721.2508,165.74547,399.51758,-0.02716983,283.92114,908.92334,342.88016,869.923,356.31192,543.2069
21,1095.7434,682.35895,195.43616,468.83728,0.05591358,1119.0074,906.2972,1126.3544,870.00024,1142.3107,476.82584
21,487.42206,718.00635,200.60129,388.97906,-0.017698856,422.62378,897.17175,507.75235,872.00586,549.3803,549.8511
21,333.67593,720.95355,162.19926,397.96313,-0.03598206,282.5992,906.87714,343.13672,867.8046,356.30325,543.6615
22,1095.2947,681.3692,196.61902,466.80197,0.05311035,1120.7235,904.45496,1127.5328,868.1617,1142.763,476.40134
22,487.86987,718.06494,201.42679,389.18884,-0.017714566,422.5009,897.1727,508.18503,872.08075,550.67303,549.9152
22,333.62808,720.9707,161.9994,398.0053,-0.035642605,282.69894,906.98584,343.08157,867.8638,356.21536,543.6308
23,1095.8379,682.3096,195.11047,469.06418,0.05608446,1118.6172,906.4626,1125.9961,870.08795,1142.1279,476.8114
23,488.07434,718.06854,201.58585,389.47925,-0.019550016,422.67578,896.83856,509.0602,871.76434,552.02563,549.8908
23,333.63315,720.88025,161.93333,397.81458,-0.03664577,282.64713,906.4807,343.0418,867.4127,356.1726,543.67065
24,1094.8428,680.52734,195.67566,464.8989,0.05340081,1116.236,902.3343,1124.5776,866.9277,1142.1328,475.9869
24,488.0988,718.1052,201.63678,389.57214,-0.019251794,422.67108,896.93945,509.0734,871.7239,551.75684,549.79144
24,333.54727,720.64734,161.83311,398.03912,-0.036827486,282.61456,906.3582,343.01694,867.34155,356.4522,543.3259
25,1095.3591,682.1146,194.94879,467.99347,0.053975068,1115.3226,905.37756,1123.8408,869.69836,1141.6638,476.2619
25,488.09573,718.0614,201.46844,389.5688,-0.019837897,422.80884,896.87885,508.9563,871.6814,551.4841,549.73425
25,333.54538,720.86505,161.73853,398.4171,-0.036098547,282.7893,907.34973,343.31888,868.329,357.46005,543.3167
26,1095.0498,680.8596,195.0929,465.38654,0.05326533,1115.3037,902.94415,1123.1301,868.3716,1141.8666,475.9087
26,488.0464,717.9866,201.31091,389.4071,-0.020615274,422.76645,896.4644,508.95166,871.519,551.1378,549.75574
26,333.53845,721.1315,161.40703,398.8651,-0.03521977,283.16235,908.6171,343.71252,869.2384,357.5174,543.2377
27,1095.302,680.77826,194.88275,465.2245,0.052942812,1115.947,902.82324,1122.9164,869.4492,1141.8544,475.82782
27,488.27444,717.87744,201.05853,389.54993,-0.02313102,422.88107,895.42255,509.71875,871.3177,551.73254,549.65936
27,333.606,721.1112,162.09431,399.01245,-0.03441704,283.3597,908.75116,343.65732,869.44934,357.5431,543.11945
27,865.2117,67.97828,137.3382,157.11157,1.5966572,801.96564,70.68213,854.2009,76.54074,861.15894,2.6199048
28,1095.6003,682.06525,194.71686,467.53305,0.051955085,1113.968,905.14935,1122.5808,870.7836,1141.5779,476.37814
28,488.16553,717.8126,201.02026,389.43256,-0.02279276,422.76752,895.5506,509.80774,871.26355,551.7946,549.69684
28,866.45685,67.95218,137.21594,154.69937,1.6142446,803.1769,70.86544,852.78345,77.48054,863.1225,2.6468842
28,333.57388,721.0793,161.51299,398.9408,-0.034143843,283.3094,908.45776,343.48306,869.15814,358.4565,543.1467
29,1095.8652,682.96216,194.01459,468.99005,0.052743554,1111.044,906.46484,1120.8622,872.2285,1141.0273,476.71832
29,488.41412,717.9022,201.20581,389.4475,-0.023215668,422.9259,894.9265,510.34216,871.6714,552.435,549.80634
29,333.51807,721.41504,161.31189,399.32538,-0.03150069,283.51053,909.61597,343.49475,870.4674,358.2678,543.256
29,866.10144,67.7667,136.88885,155.71082,1.594264,803.8901,72.67611,854.193,76.99165,859.30035,2.8002956
30,1095.9988,682.5151,193.16327,468.22037,0.05396942,1110.8865,905.48584,1120.2145,871.9443,1140.8436,476.38855
30,488.56683,718.05853,201.81067,389.75293,-0.022034226,423.16812,895.21735,511.14532,872.3819,553.3534,549.91705
30,333.44678,721.2881,161.47128,399.3687,-0.03100482,283.58292,909.5363,343.51736,870.92126,358.3458,543.0723
30,865.8933,67.75769,136.9422,156.15031,1.5864326,804.45087,72.68489,854.71655,76.32956,857.36414,2.9144597
31,488.61145,717.8756,202.09427,389.25848,-0.021717332,422.8597,894.4514,511.4934,872.2461,553.97314,549.98376
31,1096.116,682.1363,193.33832,467.54614,0.05420526,1111.5328,904.86774,1120.5248,872.02783,1140.9541,476.44684
31,333.48837,721.36237,161.25153,399.4132,-0.03216435,283.74197,909.49634,343.10654,870.25055,358.16916,543.14655
32,488.56613,717.8747,202.35516,389.18347,-0.021066848,422.95746,894.7183,511.85428,872.1928,554.4294,550.0735
32,1096.1023,681.7854,193.32336,466.55103,0.055245668,1110.7595,903.8844,1120.0913,871.55707,1141.0033,476.7212
32,333.35934,721.4271,161.15056,399.364,-0.030964373,283.9096,909.71967,343.46252,870.6467,358.5178,543.1487
33,488.59448,717.80334,202.20859,389.0296,-0.021553418,422.8461,894.4689,512.043,871.9173,554.4568,550.0949
33,1096.7473,682.65894,192.00226,468.67102,0.055663276,1107.9285,905.62616,1119.1074,873.8883,1139.9802,477.1524
33,333.4964,721.4016,161.24684,399.36334,-0.03164957,284.029,909.3735,343.2291,870.1322,358.84634,543.20105
33,866.7667,68.23359,137.97357,155.28214,1.60293,806.61176,71.0027,852.8751,77.820526,854.95844,2.4681063
34,488.54218,717.83984,202.02689,389.3,-0.021569563,422.97592,894.55115,511.6626,872.418,553.94183,549.99036
34,1096.5295,682.869,192.28015,468.81537,0.053790133,1103.761,905.67883,1117.2255,873.06946,1139.5973,477.0905
34,333.68677,721.2874,161.8982,399.47412,-0.031418726,284.04517,908.8613,342.917,869.4161,359.32422,543.14014
35,488.66037,717.87006,201.77765,389.52502,-0.022256874,423.1073,894.3111,511.61768,872.2619,553.7932,549.99896
35,1096.7695,683.3559,191.54987,469.34244,0.054055594,1099.499,906.3937,1115.1971,872.8519,1138.9209,477.29248
35,333.60205,721.28577,161.89102,399.487,-0.03158403,284.12006,908.82996,343.06604,869.2075,359.3603,543.02014
36,488.73532,717.92816,201.72284,390.0382,-0.02296173,423.461,893.7768,511.75714,872.41327,554.08453,549.7234
36,1097.2792,683.6053,191.17169,470.01062,0.05351845,1096.8989,907.04785,1114.6238,872.9646,1138.7234,477.559
36,333.55865,721.3087,161.35202,399.42926,-0.032669287,283.99222,908.844,342.92017,868.63,359.03772,543.157
37,488.88293,718.15906,202.0214,390.9994,-0.023000872,424.0461,893.58435,512.3906,873.20703,554.49915,549.7013
37,1096.879,682.9523,191.48895,468.4558,0.0534293,1097.6868,905.3814,1114.2599,872.6143,1138.9564,477.3003
37,333.56537,721.22864,161.73775,399.3388,-0.031902954,283.92966,908.6671,342.9754,868.89734,359.38834,543.11694
38,488.80615,718.1581,201.96774,390.85474,-0.022393746,423.9926,893.78937,512.4889,873.0435,554.50214,549.85657
38,1096.2227,683.0392,192.06104,467.99033,0.04944579,1091.9725,904.7215,1111.5336,870.7856,1138.3903,477.152
38,333.48468,721.2226,161.76291,399.24512,-0.03062113,283.77402,908.7818,343.24423,869.553,359.31888,543.12476
39,489.15186,718.72754,202.39551,392.56738,-0.022813533,424.85037,893.6839,512.93494,874.08246,554.6523,549.7077
39,1096.081,683.5112,191.95703,468.47986,0.047236796,1089.2563,905.5206,1108.9918,872.66064,1137.6421,477.34073
39,333.49377,721.29944,161.89606,399.3756,-0.029873056,283.72955,909.0513,343.24408,869.66504,359.13202,543.1852
40,489.16736,718.97974,202.37753,393.14044,-0.02296527,425.3815,893.78625,513.0463,874.01404,554.629,549.77985
40,1096.0828,684.0833,192.42926,469.67838,0.043222208,1086.8514,906.9011,1108.1892,872.87256,1137.0916,477.55444
40,333.43695,721.3174,161.6737,399.4134,-0.030930879,283.6415,909.094,343.1314,869.6953,359.1681,543.19574
41,489.34674,719.21094,202.80582,393.9981,-0.022625502,425.61606,893.0821,512.8412,874.3343,554.62946,549.7433
41,1095.7021,683.53784,192.47693,468.01382,0.040964443,1084.0017,904.931,1105.7013,870.22046,1136.7805,476.72745
41,333.4309,721.209,162.49648,399.39337,-0.027997933,283.52832,909.04193,343.05862,869.9993,358.7869,543.1534
42,489.67365,719.49475,202.8075,394.4002,-0.02531142,425.82132,892.0021,513.16205,875.0704,554.5198,549.9764
42,1095.5183,683.27625,192.93323,467.34888,0.03946256,1084.6265,904.2712,1105.8214,869.6075,1136.6628,476.5956
42,333.5136,721.15894,161.69424,399.3122,-0.031334534,283.49307,908.6445,342.79507,869.4459,358.35513,543.0834
43,489.69012,719.16266,202.50943,393.71948,-0.026399,425.50592,891.56573,513.3121,874.2801,555.4021,549.91724
43,1095.7408,683.4939,193.2558,468.28998,0.034450207,1083.0216,905.1204,1105.4624,871.11224,1136.3484,476.66006
43,333.5378,721.23315,161.22064,399.52106,-0.033354636,283.45078,908.72955,342.74393,869.62665,358.34265,543.1017
44,489.59937,718.8092,202.30737,393.19678,-0.02799984,425.17548,891.7819,514.0783,874.44653,555.3789,549.8592
44,1095.9539,682.5525,193.1123,467.27493,0.033519614,1082.7839,903.615,1105.5273,870.3808,1135.9773,476.28824
44,333.5097,721.28235,161.41898,399.6396,-0.033346575,283.39056,908.9684,342.82007,869.8279,358.5071,543.1074
45,489.4283,718.43506,201.4649,392.3639,-0.030508148,424.61792,891.327,513.76154,873.66,554.62164,549.93097
45,1096.0082,682.3467,192.66168,466.5685,0.03215092,1081.6985,903.049,1103.9823,871.10846,1135.4319,476.39337
45,333.51645,721.4156,161.38112,399.7633,-0.03305362,283.53644,909.4213,343.2359,870.68524,358.79208,543.1089
46,489.40558,718.39465,201.01782,392.09882,-0.030244773,424.75375,891.4846,512.80896,872.87683,554.9537,549.8495
46,1095.5543,683.1625,193.53052,467.627,0.027199654,1079.0294,904.1971,1102.2667,871.95575,1135.2792,476.34332
46,333.57977,721.4229,161.59476,399.79675,-0.033428594,283.22687,909.31506,343.4371,870.58734,359.21124,543.18787
47,489.33478,718.38495,201.86685,392.1266,-0.027602449,425.2052,891.10956,512.93994,872.0691,555.1466,549.71075
47,1095.6682,682.20935,192.77979,465.63052,0.02926502,1076.8915,901.4721,1101.1132,868.0087,1135.276,475.68918
47,333.46085,721.39594,161.82062,399.7384,-0.031538866,283.36166,909.38477,343.64914,870.8507,359.27853,543.0302
48,489.65085,718.6771,202.18976,392.7635,-0.027507547,425.44586,889.38226,513.74994,872.1675,555.38354,549.7747
48,1095.8314,681.30206,190.76324,463.8347,0.028465206,1072.2363,899.28174,1098.3612,863.6547,1135.0626,475.6344
48,333.43454,721.4238,162.18575,399.88092,-0.029275028,283.49094,909.71606,343.75107,871.4325,358.87186,542.9771
49,489.6606,718.301,202.14972,391.8908,-0.028011719,425.33972,887.8396,513.2413,871.97095,555.15826,549.6913
49,1095.7935,679.74243,190.84528,460.8605,0.033068873,1074.733,896.2413,1099.2224,862.37994,1135.627,475.18628
49,333.28253,721.38477,161.88257,399.99103,-0.029028164,283.69574,909.9344,343.9146,871.6351,359.05026,542.7784
50,489.4649,718.40576,202.46997,392.11255,-0.026476072,425.3792,888.6424,513.52264,872.9902,555.21606,549.7619
50,1095.426,674.10095,192.61267,451.82428,0.035249386,1080.1045,884.95667,1102.1992,855.5605,1135.8954,472.8564
50,333.33066,721.3246,162.11638,399.96783,-0.028723875,283.65765,909.9883,344.03738,871.63605,359.07068,542.77454
51,489.6797,718.50055,202.44534,392.14917,-0.026962377,425.3352,888.3094,512.74725,872.5798,554.7933,549.65393
51,1095.2891,674.8316,192.6034,452.72876,0.035935897,1082.2627,887.0469,1104.5111,856.6785,1137.0518,474.10913
51,333.47113,721.3122,161.89711,400.0735,-0.028616438,283.7175,910.0452,344.1784,871.7567,359.35458,542.7153
52,489.82715,718.59515,202.15182,392.6598,-0.028403725,425.43704,886.9963,513.0077,872.0009,555.117,549.2881
52,1095.4363,676.71875,192.46906,455.87415,0.033697408,1078.7107,890.7444,1102.6351,858.4532,1136.9532,474.90115
52,333.60074,721.3214,161.22478,400.1098,-0.03055995,283.5426,910.1362,344.17944,871.45776,359.23376,542.78815
53,489.57452,718.62994,201.71216,392.7976,-0.029161474,425.45294,888.13086,512.7468,871.5572,554.6894,549.28375
53,1095.7017,677.7412,191.52527,456.53168,0.031306252,1074.5527,892.1157,1099.7968,859.53467,1135.9718,475.68973
53,333.62897,721.385,161.66238,400.30072,-0.028722743,283.67133,910.2066,344.58875,871.61395,359.96936,542.6777
54,489.5738,718.6008,202.3501,392.8125,-0.027273772,425.27133,889.32825,512.223,872.2239,554.6895,549.28357
54,1096.4061,678.226,192.0437,456.2223,0.027778503,1074.6249,892.6777,1100.5967,862.0482,1136.5585,476.10684
54,333.6424,721.37744,161.86337,400.22955,-0.027930446,283.68054,910.08746,344.8061,871.6206,359.9063,542.6729
55,489.6539,719.0956,202.59625,393.8136,-0.026813503,425.64853,889.80963,512.39,872.95264,554.8619,549.47394
55,1096.5688,677.3032,192.31055,454.10605,0.026797157,1073.1744,890.5576,1100.6559,860.15955,1137.1232,476.3101
55,333.7886,721.371,161.90974,400.21704,-0.028918274,283.50516,909.6695,344.83698,871.2306,359.80457,542.68555
56,489.72403,718.9092,202.98248,393.3288,-0.026463984,425.5471,890.0883,512.4397,872.68207,555.2125,549.5817
56,1096.0435,675.6038,191.04309,450.95578,0.032761518,1075.1985,887.77435,1101.3917,858.84357,1137.4601,477.00568
56,333.73022,721.4207,162.15414,400.22864,-0.027069079,283.58356,909.6919,345.25754,871.4584,360.20612,542.6967
56,862.8646,73.26182,146.71393,160.68599,1.5686554,829.4972,69.80937,840.1289,79.17354,834.9152,1.1063919
57,489.71375,718.0586,202.396,391.14557,-0.028521955,424.73654,888.3029,511.28986,871.86194,554.48346,549.634
57,1096.0721,676.0612,191.15118,450.96716,0.030390322,1069.9777,887.80414,1097.6091,860.0606,1136.8856,477.5291
57,333.77933,721.3877,162.2256,400.02985,-0.026368935,283.5868,909.65857,345.03708,871.7246,359.81033,542.6975
58,490.57922,717.9685,203.32407,391.28375,-0.030858904,425.1493,886.0626,511.99905,871.49146,554.6916,549.39105
58,1096.2537,674.65497,190.4544,447.97867,0.034312524,1071.1348,884.9486,1099.0729,857.761,1137.5634,477.62482
58,333.73495,721.39905,162.1717,399.9632,-0.026450938,283.65494,909.50244,344.8962,871.157,359.17886,542.75006
58,864.489,71.77726,142.6955,158.03903,1.5772523,817.55383,69.58953,840.1818,81.06484,852.4338,1.4484518
59,490.47382,717.886,203.02505,391.08453,-0.031171445,425.01178,886.5279,511.6309,871.2835,554.6382,549.4391
59,1097.1244,674.3756,188.90479,447.1831,0.03547781,1066.3274,884.17194,1095.6036,855.8128,1137.157,477.917
59,333.6788,721.297,162.26588,399.93115,-0.026905037,283.7706,909.3207,344.76266,870.8041,359.70474,542.7291
60,490.5652,718.19476,203.16016,391.90662,-0.031172015,425.25952,886.7196,512.55615,871.5171,555.6384,549.4001
60,1097.6925,674.31616,188.93555,447.9797,0.03079642,1065.5321,884.99304,1096.208,855.84875,1137.6238,477.24954
60,333.70795,721.20184,161.81963,399.70593,-0.028517043,283.87326,909.0129,344.44583,870.2795,359.33047,542.7677
60,865.8991,71.94525,143.93909,154.10442,1.5977981,832.19336,69.421974,839.3991,79.46308,842.8649,1.0402606
61,490.44403,718.5771,202.60696,392.65234,-0.03155704,425.31567,887.2387,512.36945,871.43274,554.2086,549.29895
61,1097.4603,674.4385,187.97388,445.9711,0.036391493,1066.556,883.76465,1095.2063,854.77386,1136.8271,478.6222
61,865.4219,71.78492,143.60138,154.97151,1.5937781,839.007,68.45882,840.3234,76.70885,832.97125,0.759293
61,333.80426,721.2218,162.21313,399.7774,-0.028230393,283.75412,908.77563,344.39383,870.19824,359.23434,542.84
62,490.54785,718.8496,202.39551,393.58728,-0.032916363,425.83447,887.31775,512.7547,871.3573,554.6385,549.1727
62,1097.4087,673.9271,187.74255,443.9452,0.040426027,1066.6006,882.0433,1094.9987,854.15497,1136.9708,478.90982
62,864.7809,72.02642,144.1128,156.2504,1.582481,828.79144,69.00465,840.13446,77.48806,843.0536,0.75133604
62,333.76205,721.31165,162.32002,399.98322,-0.027481362,283.71527,909.35205,344.61475,871.0225,359.63025,542.8835
63,490.4411,719.03296,202.9277,394.35614,-0.031850882,425.90338,889.3208,513.0877,871.7761,554.5282,549.0411
63,1097.3307,673.55676,187.85718,442.97513,0.041743394,1064.3921,880.9557,1093.9642,853.9478,1137.2261,478.90076
63,333.57324,721.4399,161.87088,400.10364,-0.026374055,283.9536,909.81744,344.8193,871.29706,360.3252,542.83746
63,865.4314,71.27417,142.53204,155.35907,1.5913979,841.1007,66.56986,841.12115,73.691666,830.24493,0.7736625
64,490.10617,719.0575,202.21954,394.46265,-0.031703036,425.88348,890.99835,512.49866,871.8026,553.4474,548.9358
64,1098.819,673.38654,186.24078,443.3716,0.03556781,1063.3204,879.9507,1093.9832,851.7995,1136.3552,479.20123
64,333.7038,721.32623,161.65132,400.04944,-0.028736655,283.68668,909.24506,344.59485,870.0362,360.84006,542.8845
65,490.23706,718.88574,202.20718,393.93622,-0.032022595,425.76642,890.4992,512.7262,872.1366,553.5499,549.04846
65,1098.8544,673.2278,186.45001,442.91928,0.033774085,1062.0398,879.54126,1093.8798,851.72797,1136.3472,479.21832
65,333.7376,721.2304,161.75044,399.7411,-0.028577236,283.6847,908.5688,344.12323,869.166,360.94482,542.9119
65,865.70544,68.77845,138.41376,157.64333,1.5680139,816.423,67.75363,851.5429,78.38637,851.2898,2.9119914
66,490.08463,718.45886,202.15619,392.84888,-0.03185438,425.43903,890.76013,512.44525,871.6701,553.53394,549.05695
66,1097.6011,673.40955,187.62415,442.2923,0.036520544,1060.2997,880.56177,1091.8967,853.11414,1136.593,479.2653
66,333.93002,720.67487,160.96545,398.4181,-0.033528954,283.35645,905.9064,343.12094,866.3387,360.63513,543.12506
66,865.83124,68.7429,138.31812,157.61456,1.572886,819.2958,67.4959,850.588,79.01823,850.7874,2.9257352
67,490.3899,718.3479,202.46118,392.5746,-0.033051662,425.70016,888.87634,512.8571,871.4632,554.74835,549.15063
67,1097.6145,673.598,187.6911,442.85846,0.03673987,1061.7256,881.313,1093.6696,853.24615,1136.7931,479.345
67,333.8739,720.61255,161.09564,398.56793,-0.03363333,283.5228,905.98553,343.0242,866.07367,360.98712,543.0274
67,865.6903,68.972,138.83044,158.23563,1.5722209,818.978,67.17415,850.7817,79.41364,851.7367,2.9052222
68,489.97888,718.2627,202.17319,392.487,-0.03099687,425.36212,890.5175,512.466,871.40533,554.9067,549.0811
68,1097.8004,673.7725,187.37524,442.29404,0.03556722,1060.7194,881.2042,1093.0198,852.45605,1136.6979,479.73477
68,333.94592,720.764,161.10532,398.7506,-0.03276921,283.45078,906.5091,343.15402,866.9285,361.01175,543.16534
